category	parent	database	scope	aspect	source	uniprot	genesymbol	entity_type	consensus_score	transmitter	receiver	secreted	plasma_membrane_transmembrane	plasma_membrane_peripheral
receptor	receptor	OmniPath	generic	functional	composite	P30518	AVPR2	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P59044	NLRP6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60721	SLC24A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P42338	PIK3CB	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGH9	OR52E4	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O15230	LAMA5	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96J66	ABCC11	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TCB6	OR51E1	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49758	RGS6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q16515	ASIC2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P30411	BDKRB2	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92830	KAT2A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13332	PTPRS	protein	16	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y5N1	HRH3	protein	9	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q969S0	SLC35B4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P50579	METAP2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A087WYE8	IGHV1OR21-1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P10747	CD28	protein	13	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86W33	TPRA1	protein	3	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49137	MAPKAPK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P20036	HLA-DPA1	protein	3	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6P2M8	PNCK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96SL1	SLC49A4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P19099	CYP11B2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P16871	IL7R	protein	21	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P10275	AR	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95665	NTSR2	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O75712	GJB3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96C45	ULK4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O75914	PAK3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95013	OR4F21	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IVJ1	SLC41A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9GZK6	OR2J1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01589	IL2RA	protein	19	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N109	KIR2DL5A	protein	3	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0C604	OR4A8	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P35520	CBS	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P22748	CA4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H2X6	HIPK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0CK97	SLC35E2A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	B9A064	IGLL5	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0DP02	IGHV3-30-3	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96RD0	OR8B2	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y2K7	KDM2A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WUT9	SLC25A43	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P55899	FCGRT	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N158	GPC2	protein	2	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51686	CCR9	protein	22	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92637	FCGR1B	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P00742	F10	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WX94	NLRP7	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P00519	ABL1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q00532	CDKL1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	B7ZAQ6	GPR89A	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O76036	NCR1	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NYY3	PLK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NQW7	XPNPEP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P00750	PLAT	protein	2	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96H72	SLC39A13	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P23458	JAK1	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P80404	ABAT	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y233	PDE10A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NI17	IL31RA	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q02318	CYP27A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5VV63	ATRNL1	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P54710	FXYD2	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P38484	IFNGR2	protein	16	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P11171	EPB41	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92636	NSMAF	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y2I7	PIKFYVE	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGZ9	OR2T10	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86SG9	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01850	TRBC1	protein	3	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P16389	KCNA2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P35228	NOS2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51681	CCR5	protein	19	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86Y07	VRK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43293	DAPK3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q7Z3Q1	SLC46A3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BQK8	LPIN3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q14761	PTPRCAP	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGR6	OR1B1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P41180	CASR	protein	7	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43657	TSPAN6	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5PT55	SLC10A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NHA1	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9HBA0	TRPV4	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07858	CTSB	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07585	DCN	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UKF5	ADAM29	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9ULF5	SLC39A10	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGS1	OR1J4	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96RD3	OR52E6	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N131	TMEM123	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGS6	OR13C3	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P12314	FCGR1A	protein	10	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P08631	HCK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q16647	PTGIS	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96JT2	SLC45A3	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O76100	OR7A10	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q99679	GPR21	protein	6	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P04054	PLA2G1B	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WXD0	RXFP2	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43246	SLC7A4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A6NHG9	OR5H14	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH63	OR51H1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P03952	KLKB1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q00325	SLC25A3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UI33	SCN11A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N165	PDIK1L	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P32320	CDA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6PJF5	RHBDF2	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IUX7	AEBP1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NRA2	SLC17A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P29218	IMPA1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H3G5	CPVL	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NS28	RGS18	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P46089	GPR3	protein	5	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGQ5	OR9Q1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q16678	CYP1B1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NER5	ACVR1C	protein	20	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y2P5	SLC27A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0DSE2	TRB	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UKJ8	ADAM21	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TEA7	TBCK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0DTU4	TRB	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NSI5	IGSF5	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A087WT03	TRAV26-1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NFR3	SPTSSB	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P56385	ATP5ME	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TEK3	DOT1L	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NYW5	TAS2R4	protein	5	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O15516	CLOCK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P21283	ATP6V1C1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49802	RGS7	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86XP0	PLA2G4D	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P53985	SLC16A1	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q05655	PRKCD	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5QGZ9	CLEC12A	protein	6	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43688	PLPP2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y5P1	OR51B2	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6IFL7	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51957	NEK4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O75899	GABBR2	protein	9	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96G23	CERS2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95136	S1PR2	protein	7	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O14686	KMT2D	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q56UN5	MAP3K19	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NTI2	ATP8A2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q15825	CHRNA6	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43570	CA12	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P21964	COMT	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A0J9YX75	TRBV6-9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P28476	GABRR2	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95436	SLC34A2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BQ51	PDCD1LG2	protein	3	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NRM0	SLC2A9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95025	SEMA3D	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH60	OR52J3	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y2C5	SLC17A4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60242	ADGRB3	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H2S1	KCNN2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BZJ6	GPR63	protein	6	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13478	IL18R1	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH05	OR4Q3	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H324	ADAMTS10	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q15208	STK38	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WWY8	LIPH	protein	0	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P29965	CD40LG	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NY33	DPP3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H159	CDH19	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P25116	F2R	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07996	THBS1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95918	OR2H2	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A075B7D8	IGHV3OR15-7	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60486	PLXNC1	protein	16	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01871	IGHM	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NHB5	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0M8Q6	IGLC7	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P23416	GLRA2	protein	5	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92536	SLC7A6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49895	DIO1	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H3S1	SEMA4A	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P13945	ADRB3	protein	12	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6P499	NIPAL3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q99835	SMO	protein	16	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TE59	ADAMTS19	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51800	CLCNKA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P21980	TGM2	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P35030	PRSS3	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96BD0	SLCO4A1	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60667	FCMR	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P47804	RGR	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P09382	LGALS1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96A54	ADIPOR1	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q03519	TAP2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96K37	SLC35E1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q08499	PDE4D	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01764	IGHV3-23	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P54219	SLC18A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A075B6T8	TRAV9-1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H0E9	BRD8	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P08908	HTR1A	protein	8	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60896	RAMP3	protein	12	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q969P6	TOP1MT	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H252	KCNH6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGJ1	OR4D6	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96AG3	SLC25A46	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P56696	KCNQ4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P55064	AQP5	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96FL8	SLC47A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95865	DDAH2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UHD2	TBK1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51511	MMP15	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
