category	parent	database	scope	aspect	source	uniprot	genesymbol	entity_type	consensus_score	transmitter	receiver	secreted	plasma_membrane_transmembrane	plasma_membrane_peripheral
receptor	receptor	OmniPath	generic	functional	composite	P38606	ATP6V1A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P15941	MUC1	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07355	ANXA2	protein	2	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86V24	ADIPOR2	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NRS4	TMPRSS4	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IYB5	SMAP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49662	CASP4	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q15619	OR1C1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N6C8	LILRA3	protein	10	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IV77	CNGA4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q15418	RPS6KA1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P02746	C1QB	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P22612	PRKACG	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O60353	FZD6	protein	20	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P78333	GPC5	protein	9	FALSE	TRUE	TRUE	FALSE	TRUE
receptor	receptor	OmniPath	generic	functional	composite	P36543	ATP6V1E1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q38SD2	LRRK1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NQH7	XPNPEP3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IYS5	OSCAR	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NFM7	IL17RD	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A0B4J245	TRAV12-1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5T3U5	ABCC10	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q12851	MAP4K2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q99755	PIP5K1A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9ULL4	PLXNB3	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGX3	OR10T2	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H255	OR51E2	protein	4	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9P0U3	SENP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P28300	LOX	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A075B6R2	IGHV4-4	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TDC3	BRSK1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGQ2	OR6Q1	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P58743	SLC26A5	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P24723	PRKCH	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01833	PIGR	protein	4	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13477	MADCAM1	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q08ET2	SIGLEC14	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86TI2	DPP9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N8Q9	NIPA2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H0K1	SIK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q4VNC0	ATP13A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGH8	OR56A4	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9P2S2	NRXN2	protein	12	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q7Z4F1	LRP10	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O15031	PLXNB2	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P41597	CCR2	protein	19	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGF6	OR10W1	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P51649	ALDH5A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P43115	PTGER3	protein	8	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H2D1	SLC25A32	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q07343	PDE4B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P21754	ZP3	protein	1	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TAE7	KCNG3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96KN9	GJD4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6P2P2	PRMT9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P25090	FPR2	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01877	IGHA2	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O00168	FXYD1	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H209	OR10A4	protein	4	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A584	TRBV11-2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y6N7	ROBO1	protein	15	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96R28	OR2M2	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q99538	LGMN	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH87	OR9G1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH19	OR10AG1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TC27	ADAM32	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P19075	TSPAN8	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P08575	PTPRC	protein	11	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH73	OR4S2	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0C7T2	OR2T7	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q01668	CACNA1D	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6N075	MFSD5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P19174	PLCG1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6NV75	GPR153	protein	5	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49685	GPR15	protein	5	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q15326	ZMYND11	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IWA4	MFN1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O76083	PDE9A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P00749	PLAU	protein	2	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O00750	PIK3C2B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q969J5	IL22RA2	protein	15	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96KN2	CNDP1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P02743	APCS	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P67870	CSNK2B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UQP3	TNN	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07948	LYN	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IWB6	TEX14	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5T601	ADGRF1	protein	4	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92854	SEMA4D	protein	4	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P20963	CD247	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P01772	IGHV3-33	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q07912	TNK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95006	OR2F2	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P80370	DLK1	protein	1	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P48169	GABRA4	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92952	KCNN1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WZA2	RAPGEF4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q504Y2	PKDCC	protein	2	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86YW5	TREML1	protein	3	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O43157	PLXNB1	protein	16	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86VD7	SLC25A42	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95718	ESRRB	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q7Z7A4	PXK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q70HW3	SLC25A26	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P49238	CX3CR1	protein	22	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92734	TFG	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9Y5P0	OR51B4	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9HC29	NOD2	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BT40	INPP5K	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UNX9	KCNJ14	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TB61	SLC35B2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13370	PDE3B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGE3	OR10P1	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BS91	SLC35A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q7Z5H4	VN1R5	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9ULK5	VANGL2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UBS5	GABBR1	protein	6	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NY64	SLC2A8	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H2X9	SLC12A5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NR09	BIRC6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O15440	ABCC5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NFR9	IL17RE	protein	9	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGQ3	OR1S2	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGZ2	OR14K1	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH77	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGR2	OR1L6	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P30613	PKLR	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13490	BIRC2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H3W5	LRRN3	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95267	RASGRP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5H9E4	SLC25A53	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6UY11	DLK2	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O95857	TSPAN13	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9NP84	TNFRSF12A	protein	17	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P07550	ADRB2	protein	16	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86VB7	CD163	protein	4	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6ZMP9	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P14867	GABRA1	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P08311	CTSG	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6PEY0	GJB7	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13627	DYRK1A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BXA7	TSSK1B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A0J9YY99	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H6P5	TASP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q07954	LRP1	protein	15	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P17787	CHRNB2	protein	6	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UBD6	RHCG	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6DWJ6	GPR139	protein	6	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGX8	OR6Y1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGY9	OR2L8	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P11049	CD37	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A8MYU2	KCNU1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P35408	PTGER4	protein	8	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NH68	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8WYK1	CNTNAP5	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P24557	TBXAS1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96RD9	FCRL5	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q12864	CDH17	protein	1	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O00222	GRM8	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	B4DF56	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P14091	CTSE	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86SE3	NA	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9H0C2	SLC25A31	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13907	IDI1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P05413	FABP3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BX84	TRPM6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P36941	LTBR	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6V1X1	DPP8	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O15389	SIGLEC5	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P33402	GUCY1A2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	O00443	PIK3C2A	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P24071	FCAR	protein	2	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8N146	OR8H3	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13591	SEMA5A	protein	2	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q5S007	LRRK2	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A0X1KG70	OR4M2B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGY5	OR6N1	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q6RI45	BRWD3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P26992	CNTFR	protein	19	FALSE	TRUE	FALSE	TRUE	TRUE
receptor	receptor	OmniPath	generic	functional	composite	Q01973	ROR1	protein	18	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P0C626	OR5G3	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q2M3G0	ABCB5	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	A0A577	TRBV4-1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q86W26	NLRP10	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P09429	HMGB1	protein	1	FALSE	TRUE	TRUE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BY15	ADGRE3	protein	4	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGR1	OR13A1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UKN8	GTF3C4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q14571	ITPR2	protein	2	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9HBY0	NOX3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P78383	SLC35B1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q7Z601	GPR142	protein	5	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P43405	SYK	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q92542	NCSTN	protein	8	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGK1	OR51G1	protein	4	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BRV3	SLC50A1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IZF0	NALCN	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8TDS4	HCAR2	protein	4	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9UKV0	HDAC9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P29466	CASP1	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P45984	MAPK9	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96KG7	MEGF10	protein	3	FALSE	TRUE	TRUE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q96MN2	NLRP4	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGL6	OR4A15	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	P26012	ITGB8	protein	14	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q13554	CAMK2B	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9HCN6	GP6	protein	7	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q07011	TNFRSF9	protein	19	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q14832	GRM3	protein	8	FALSE	TRUE	FALSE	TRUE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8IZM9	SLC38A6	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q8NGX2	OR2T35	protein	3	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q9BRQ5	ORAI3	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
receptor	receptor	OmniPath	generic	functional	composite	Q0VD83	APOBR	protein	1	FALSE	TRUE	FALSE	FALSE	FALSE
