Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
Q6NYC8	PPP1R18	3613.50	26	100	3535.37	38	100	3565.76	33	100	4664.56	30	99	5315.26	25.74206716	100	4738.51	29.94962013	99.2481203
Q6NZ67	MZT2B	708.38	35	100	1164.12	22	100	986.89	34	100	1773.72	27	99	1854.82	22.10779861	100	1782.93	26.02892279	99.2481203
Q6NZI2	CAVIN1	10312.03	42	86	4845.70	88	73	7188.41	70	78	38110.00	36	100	34747.84	53.53742471	100	37730.81	38.02642918	100
Q6NZY4	ZCCHC8	10512.01	11	100	12515.16	13	100	11736.16	15	100	10428.28	16	100	11541.51	12.31565706	100	10553.84	15.96436519	100
Q6P087	RPUSD3	1218.83	66	71	2207.21	33	82	1854.22	47	78	2082.52	29	86	1869.17	49.28711482	93.33333333	2056.54	31.73600399	86.46616541
Q6P158	DHX57	7133.63	25	100	6730.97	19	100	6887.56	21	100	4117.07	18	100	4359.81	10.48204737	100	4144.45	17.439559	100
Q6P161	MRPL54	11558.10	22	100	15031.20	16	100	13680.55	22	100	18295.91	25	100	16405.58	25.41646861	100	18082.72	24.74335621	100
Q6P179	ERAP2	5089.43		14	1567.15	45	64	2007.44	70	44	6004.67	39	64	6494.55	37.25964763	80	6071.47	38.22754602	66.16541353
Q6P1A2	LPCAT3	33359.46	4	100	27691.60	13	100	29895.77	14	100	36169.06	16	100	38076.30	22.3647758	100	36384.17	17.02618591	100
Q6P1J9	CDC73	19494.88	6	100	22557.29	8	100	21366.35	10	100	18166.31	9	100	18909.55	8.438468537	100	18250.13	8.850100798	100
Q6P1L5	FAM117B	2612.12	29	100	2167.99	25	100	2340.71	28	100	1164.06	39	98	1474.11	40.7587389	100	1199.56	39.81181845	98.4962406
Q6P1L8	MRPL14	11067.15	16	100	11555.89	15	100	11365.83	15	100	15010.36	20	100	13944.52	18.81074254	100	14890.16	19.67634058	100
Q6P1M0	SLC27A4	16271.07	7	100	12701.84	15	100	14089.88	17	100	20364.03	11	100	21067.21	9.517204354	100	20443.34	10.53534832	100
Q6P1M3	LLGL2	25470.50	13	100	21263.01	15	100	22899.26	17	100	21336.82	15	100	25302.82	24.63100191	100	21784.12	17.94492002	100
Q6P1M9	ARMCX5	1050.18	11	43	1285.43	47	45	1197.21	40	44	1275.57	38	70	1642.56	37.46748015	80	1321.93	38.51383275	71.42857143
Q6P1N0	CC2D1A	16645.47	10	100	12969.46	17	100	14399.02	19	100	12511.43	15	100	13896.28	10.84840971	100	12667.62	14.62790558	100
Q6P1N9	TATDN1	5586.22	14	100	8461.06	16	100	7343.07	25	100	9443.69	21	100	11150.15	29.40836221	100	9636.15	22.80251628	100
Q6P1Q0	LETMD1	8451.70	19	100	7256.27	24	100	7721.16	23	100	24296.63	19	100	18467.52	22.97836381	100	23639.21	20.90471511	100
Q6P1Q9	METTL2B	2490.13	23	100	2774.42	31	100	2663.87	28	100	3165.23	36	100	3605.28	41.57642333	100	3214.86	37.14506553	100
Q6P1R3	MSANTD2	3177.71	35	86	2903.33	34	100	3000.17	33	94	1778.88	58	34	1747.68	65.59496509	40	1774.81	57.97974629	34.58646617
Q6P1R4	DUS1L	513.12	51	43	1027.11	6	27	770.12	43	33	1471.80	35	79	1726.39	15.49490746	80	1500.90	33.60091619	78.94736842
Q6P1S2	C3orf33	2964.24	28	100	2869.11	18	100	2906.10	22	100	4797.72	23	99	4316.58	30.96900207	100	4743.04	24.25993661	99.2481203
Q6P1X5	TAF2	240334.95	105	100	48924.68	105	100	123362.00	148	100	46296.98	127	97	27399.25	121.3080996	100	44116.47	128.5764231	97.7443609
Q6P1X6	C8orf82	9953.53	28	100	10455.32	25	100	10260.18	25	100	16946.91	17	100	14340.90	13.16708127	100	16653.00	17.80663756	100
Q6P2C8	MED27	2375.65	18	100	2042.16	28	100	2171.85	25	100	2001.65	33	87	1894.39	22.01793742	73.33333333	1991.30	32.36218974	85.71428571
Q6P2E9	EDC4	33966.05	9	100	32027.08	8	100	32781.12	9	100	24103.44	9	100	24988.68	9.810266255	100	24203.28	9.285670016	100
Q6P2H3	CEP85	1617.88	51	86	1168.62	31	82	1348.32	45	83	2826.20	114	58	2403.70	59.72241105	80	2763.60	109.4208688	60.90225564
Q6P2P2	PRMT9	4966.37	11	100	4931.74	13	100	4945.21	12	100	4208.95	14	100	3966.48	16.59754048	100	4181.60	14.12301103	100
Q6P2Q9	PRPF8	172658.38	17	100	193643.52	9	100	185482.63	13	100	142335.96	8	100	152219.19	13.17285217	100	143450.61	8.957566585	100
Q6P3S6	FBXO42	3815.19	22	100	3401.86	19	100	3562.60	21	100	3063.17	28	96	3175.82	22.42161882	100	3076.37	27.28147139	96.2406015
Q6P3W7	SCYL2	15172.32	15	100	11603.34	15	100	12991.27	20	100	8372.74	11	100	8437.42	11.78898689	100	8380.03	10.79789281	100
Q6P3X3	TTC27	2535.61	18	100	3426.62	7	100	3080.11	18	100	3567.37	17	100	3764.97	12.9808221	100	3589.66	16.93797574	100
Q6P4A7	SFXN4	3255.45	12	100	3418.83	22	100	3355.29	18	100	4913.34	21	100	5214.85	15.11127601	100	4947.35	19.96177156	100
Q6P4A8	PLBD1	2280.47	46	86	4989.94	86	100	4033.66	92	94	3724.58	58	42	2828.27	67.97026639	73.33333333	3562.95	60.18417906	45.86466165
Q6P4E1	GOLM2	27946.14	30	100	23530.32	15	100	25247.58	24	100	60724.78	17	100	48053.34	23.75477883	100	59295.67	18.63486976	100
Q6P4F2	FDX2	2484.65	43	100	3476.49	34	100	3090.78	39	100	4933.28	25	100	4252.46	29.65040328	100	4856.49	26.1705331	100
Q6P4I2	WDR73	3693.94	36	100	4688.62	18	100	4301.80	26	100	2765.75	25	95	2853.14	26.76187903	100	2776.07	25.11999318	95.4887218
Q6P4Q7	CNNM4	1948.83	24	100	1861.65	27	100	1895.56	25	100	1816.67	25	100	1942.84	24.98456009	100	1830.90	25.17710085	100
Q6P4R8	NFRKB	2174.39	12	100	2197.21	19	100	2188.33	16	100	2044.28	17	100	2142.93	15.10723191	100	2055.41	17.01886121	100
Q6P582	MZT2A	431.66	40	43	546.72	58	45	503.57	53	44	332.45	61	40	359.39	27.31847575	53.33333333	336.37	56.58237817	41.35338346
Q6P587	FAHD1	17784.14	19	100	19649.75	22	100	18924.23	21	100	12332.61	18	100	11648.37	15.86681991	100	12255.44	18.27705768	100
Q6P597	KLC3	1481.18	77	57	1325.77	76	55	1387.93	72	56	2202.27	32	98	2777.27	38.9627252	100	2268.11	34.1973778	98.4962406
Q6P5R6	RPL22L1	7244.41	47	100	5427.86	30	100	6134.30	42	100	5431.32	54	100	8491.12	62.29891951	100	5776.41	58.58092801	100
Q6P6B1	ERICH5	7766.44	20	100	10166.62	68	100	9233.22	60	100	12478.91	24	100	9170.91	27.49773565	100	12105.82	25.76645402	100
Q6P6B7	ANKRD16	8486.40	53	86	60861.54	127	64	36688.40	166	72	5652.46	27	64	5400.26	24.68506744	53.33333333	5628.15	26.42106355	62.40601504
Q6P6C2	ALKBH5	11985.02	16	100	12836.27	13	100	12505.23	14	100	9700.40	14	100	9075.50	15.6566056	100	9629.93	14.06940898	100
Q6P996	PDXDC1	55673.32	12	100	36059.91	14	100	43687.35	26	100	59230.71	13	100	53282.10	13.02409437	100	58559.81	13.30096811	100
Q6P9B6	MEAK7	18593.04	14	100	16551.07	21	100	17345.17	19	100	8710.30	17	100	7899.11	20.15870754	100	8618.82	17.2704097	100
Q6P9B9	INTS5	7635.68	22	100	8130.35	9	100	7937.98	15	100	6492.64	11	100	6858.92	9.092901443	100	6533.95	11.10033951	100
Q6PCB0	VWA1	6990.23	40	100	5405.46	26	100	6021.76	35	100	11312.42	26	100	12517.65	39.99618892	100	11448.35	28.42274816	100
Q6PCB5	RSBN1L	7728.79	68	100	8985.92	32	100	8497.04	45	100	10828.79	63	99	9579.16	24.47535944	100	10686.79	60.90860729	99.2481203
Q6PCB7	SLC27A1	5687.71	20	100	5872.97	35	100	5800.92	29	100	10678.49	23	100	12465.20	27.52716624	100	10880.00	24.07360417	100
Q6PCE3	PGM2L1	46635.15	13	100	34469.38	18	100	39200.51	22	100	19674.32	29	100	26675.54	34.91028372	100	20463.93	31.93159606	100
Q6PD62	CTR9	12673.89	16	100	15722.58	10	100	14536.98	16	100	11531.67	8	100	12064.98	11.39216457	100	11591.82	8.550564481	100
Q6PD74	AAGAB	1856.09	17	100	2030.64	19	100	1962.76	18	100	1593.85	34	87	1401.87	40.76915158	93.33333333	1570.88	34.45326653	87.96992481
Q6PEY1	TMEM88			0			0			0	4373.42	52	98	3067.83	73.83421451	100	4223.93	54.31306771	98.4962406
Q6PFW1	PPIP5K1	4021.68	27	100	3664.89	25	100	3803.64	26	100	6405.04	15	100	5645.73	25.51192981	100	6319.40	16.72850674	100
Q6PGP7	TTC37	23314.01	10	100	20868.54	8	100	21819.56	10	100	27700.34	10	100	26306.59	13.21033415	100	27543.15	10.70432545	100
Q6PHR2	ULK3	6202.68	13	100	6004.34	18	100	6081.47	16	100	4198.37	26	100	4203.99	22.32340773	100	4199.00	25.13034095	100
Q6PI47	KCTD18	5112.63	53	100	3926.62	32	91	4414.97	45	94	5609.07	17	98	5751.26	21.53252303	100	5625.35	17.61254838	98.4962406
Q6PI48	DARS2	9298.82	5	100	12355.86	28	100	11167.01	27	100	21420.20	17	100	20342.99	20.37082196	100	21298.71	16.97618189	100
Q6PI78	TMEM65	31371.86	24	100	26695.15	27	100	28513.87	27	100	39240.52	21	100	30407.99	24.95100744	100	38244.37	22.4234938	100
Q6PI98	INO80C	773.05	39	86	756.84	24	91	762.92	29	89	1041.33	43	92	1066.00	30.81365637	100	1044.32	41.79916199	93.23308271
Q6PID6	TTC33	1000.37	59	100	1103.25	38	100	1063.24	45	100	1014.95	49	75	854.31	35.47173388	73.33333333	997.28	48.08524747	75.18796992
Q6PIJ6	FBXO38	6909.84	17	100	6392.62	12	100	6593.76	14	100	6009.50	20	100	6444.35	17.33223156	100	6058.55	19.55213355	100
Q6PIU2	NCEH1	2985.72	37	100	4426.95	39	100	3866.47	43	100	36563.76	32	100	47961.75	31.15767182	100	37849.24	33.54724019	100
Q6PIV7	SLC25A34			0			0			0	4640.50	37	67	4249.55	7.839579176	20	4626.20	36.66455324	61.65413534
Q6PJ69	TRIM65	4085.37	9	86	4206.86	20	91	4161.30	17	89	4954.77	23	69	5683.07	14.77819984	73.33333333	5040.91	22.10731416	69.92481203
Q6PJG2	MIDEAS	3420.28	27	86	3534.73	15	100	3494.34	19	94	3950.11	18	100	4251.02	12.22413766	100	3984.05	17.37486592	100
Q6PJG6	BRAT1	4472.16	25	100	3947.65	27	100	4151.63	27	100	2985.75	20	100	3259.84	20.7902267	100	3016.66	20.07503368	100
Q6PJI9	WDR59	7034.24	16	100	8079.77	18	100	7673.17	19	100	9490.31	14	100	9472.59	9.965865322	100	9488.31	13.80530574	100
Q6PJT7	ZC3H14	17177.37	12	100	18480.16	11	100	17973.52	12	100	13505.52	13	100	14781.97	9.280881999	100	13649.48	12.54764733	100
Q6PJW8	CNST	2610.10	20	100	2503.22	18	100	2544.79	18	100	1912.46	31	99	1851.97	32.29509563	100	1905.59	30.61020042	99.2481203
Q6PK04	CCDC137	985.70	38	100	836.77	21	100	894.69	31	100	1059.05	39	93	1075.55	36.03147638	93.33333333	1060.91	38.88713769	93.23308271
Q6PK18	OGFOD3	6008.61	14	100	8424.90	64	100	7485.23	58	100	8980.40	22	99	8926.72	26.90577911	100	8974.30	22.44395247	99.2481203
Q6PKC3	TXNDC11	1521.08	37	71	1502.51	35	82	1509.14	34	78	2131.84	28	99	2123.31	23.07974208	100	2130.88	27.35832277	99.2481203
Q6PKG0	LARP1	50507.21	8	100	48855.68	10	100	49497.94	9	100	59137.54	10	100	62526.58	18.59243201	100	59519.76	11.35437992	100
Q6PL24	TMED8	39647.86	18	100	23015.25	27	100	29483.49	36	100	18216.70	17	100	18049.15	27.74121023	100	18197.81	18.51454825	100
Q6PML9	SLC30A9	13218.08	9	100	13784.63	16	100	13564.30	13	100	27814.09	18	100	21763.11	18.84864458	100	27131.65	19.11571976	100
Q6PUV4	CPLX2	1839.74	41	86	2460.26	21	100	2241.25	30	94	11071.10	38	100	9752.68	42.7811786	93.33333333	10931.27	38.54436647	99.2481203
Q6QNY0	BLOC1S3	3158.62	30	100	5514.90	44	100	4598.57	50	100	7320.68	23	100	7223.98	22.99841166	100	7309.78	23.14549352	100
Q6QNY1	BLOC1S2	4496.67	23	100	7075.63	73	73	5872.12	68	83	10574.28	123	86	6983.23	51.35255553	93.33333333	10140.88	121.4066011	87.21804511
Q6R327	RICTOR	5792.29	11	100	6697.63	10	100	6345.55	12	100	5777.93	13	100	6097.72	11.00754368	100	5814.00	12.6380606	100
Q6RFH5	WDR74	4195.44	32	100	4179.34	31	100	4185.60	30	100	4372.16	25	97	4940.50	27.35893683	100	4437.74	25.46288275	97.7443609
Q6RW13	AGTRAP	1651.15	24	100	1768.54	30	100	1722.89	28	100	2202.64	31	99	2064.20	22.15906285	100	2186.91	29.92330751	99.2481203
Q6SA08	TSSK4	58324.23	102	100	12459.08	104	91	31344.73	141	94	12924.56	121	84	9612.70	98.08008555	66.66666667	12620.72	120.0600129	81.95488722
Q6SPF0	SAMD1	2090.04	23	100	2512.21	24	100	2348.03	25	100	1888.32	31	98	2145.37	26.18517431	100	1917.75	30.33795143	98.4962406
Q6STE5	SMARCD3	1709.31	38	71	3336.04	49	100	2827.69	56	89	1940.17	30	93	1800.35	28.95317177	100	1923.40	30.05119125	93.98496241
Q6SZW1	SARM1	53852.25	8	100	44497.28	18	100	48135.33	17	100	22643.19	15	100	18480.44	28.51015686	100	22173.71	17.50873956	100
Q6U841	SLC4A10	2892.47	34	100	2481.86	45	100	2641.54	40	100	5430.24	29	100	4275.82	29.94100337	93.33333333	5307.80	29.63441543	99.2481203
Q6UB28	METAP1D	2557.78	38	71	3051.13	55	91	2886.68	51	83	3030.94	29	94	2760.19	22.54262803	93.33333333	3000.62	28.58895701	93.98496241
Q6UB35	MTHFD1L	9341.40	21	100	12016.60	13	100	10976.24	20	100	14619.12	19	100	13682.23	18.21842663	100	14513.45	19.12958696	100
Q6UB98	ANKRD12	217.81	101	29	250.27	58	64	243.06	61	50	372.84	52	75	339.15	56.11438998	86.66666667	368.50	52.46664675	75.93984962
Q6UB99	ANKRD11	3727.05	86	100	1000.19	53	100	2060.64	116	100	1320.04	110	73	634.08	62.73984352	80	1236.05	112.1652939	73.68421053
Q6ULP2	AFTPH	2656.16	16	100	2329.20	19	100	2456.35	18	100	3619.03	16	100	3656.11	13.83266382	100	3623.21	15.48851116	100
Q6UN15	FIP1L1	23906.30	18	100	27181.81	15	100	25908.00	17	100	19931.20	14	100	20488.76	14.99864664	100	19994.08	13.67935918	100
Q6UUV7	CRTC3	1454.07	33	100	1689.47	24	100	1597.92	27	100	2107.05	27	97	1860.98	26.05328026	93.33333333	2080.13	27.0345245	96.2406015
Q6UUV9	CRTC1	14111.98	9	100	11759.97	11	100	12674.64	14	100	7713.85	19	99	7763.34	28.43833947	100	7719.47	20.53405279	99.2481203
Q6UVK1	CSPG4			0	3669.96	35	18	3669.96	35	11	4043.86	28	83	2494.28	44.08858208	53.33333333	3926.91	30.5712058	79.69924812
Q6UW02	CYP20A1	5384.70	25	100	5770.36	13	100	5620.38	18	100	11563.32	16	100	11853.06	26.80875313	100	11596.00	17.24469724	100
Q6UW15	REG3G			0			0			0	728.62	76	38	1406.81	150.6235591	60	841.66	118.7069129	40.60150376
Q6UW68	TMEM205	45958.34	16	100	51906.77	36	100	49593.49	31	100	92404.70	17	100	96019.51	17.75516788	100	92812.38	17.50203461	100
Q6UWE0	LRSAM1	11655.70	18	100	11105.70	14	100	11319.59	16	100	7818.43	13	100	7596.52	19.06175991	100	7793.40	13.84321789	100
Q6UWJ1	TMCO3	7506.31	53	100	6098.86	36	91	6678.40	45	94	11687.52	23	100	9062.90	25.37619801	100	11391.51	24.11111117	100
Q6UWL6	KIRREL2	4650.76	33	100	4708.30	33	100	4685.92	32	100	3253.25	24	93	3512.93	23.33320952	93.33333333	3282.57	23.92134797	93.23308271
Q6UWP2	DHRS11	4825.96	15	100	5118.67	10	100	5004.84	12	100	8493.48	13	100	8786.57	15.85842147	100	8526.54	13.42292151	100
Q6UWP7	LCLAT1	24105.44	14	100	21319.28	14	100	22402.79	15	100	31120.21	15	100	31153.09	16.04083474	100	31123.91	15.26906513	100
Q6UWP8	SBSN	1080.66	60	86	538.02	65	45	834.00	70	61	959.88	136	84	833.69	97.15531855	80	946.24	133.1830771	83.45864662
Q6UWZ7	ABRAXAS1	403.15	60	43	379.91	60	64	386.89	56	56	486.97	42	53	620.83	39.84528323	73.33333333	506.86	42.46017459	55.63909774
Q6UX04	CWC27	5145.24	13	100	6097.21	16	100	5727.00	17	100	4366.84	14	99	4466.44	14.04818644	100	4378.16	14.34589572	99.2481203
Q6UX06	OLFM4	1752.42		14	8557.28	78	45	7423.13	89	33	20111.58	159	94	31925.75	104.2322223	100	21518.03	149.9941061	94.73684211
Q6UX07	DHRS13	11541.26	10	100	8278.87	12	100	9547.57	20	100	9051.38	24	100	9442.64	12.77173695	100	9095.51	23.36221169	100
Q6UX72	B3GNT9	1037.21	54	43	858.34	74	55	917.96	63	50	5234.90	25	100	4365.45	36.46291315	93.33333333	5142.69	26.41517993	99.2481203
Q6UXD5	SEZ6L2	12917.85	16	100	9429.51	21	100	10786.09	24	100	11892.11	21	100	9614.40	31.27706172	100	11635.22	22.35252312	100
Q6UXG2	ELAPOR1	57066.91	21	100	33889.21	31	100	42902.76	37	100	137601.90	19	100	126061.90	28.48172041	100	136300.40	20.29720018	100
Q6UXH1	CRELD2	8749.88	25	100	7396.84	33	100	7923.03	30	100	14512.13	23	100	12193.30	22.73250548	100	14250.60	23.70455132	100
Q6UXI9	NPNT	919.15		14	1368.66	49	73	1318.72	49	50	1693.20	62	86	2214.27	57.17399717	93.33333333	1756.09	61.40825632	87.21804511
Q6UXN9	WDR82	34317.60	8	100	35911.66	15	100	35291.75	13	100	24972.53	8	100	26125.69	10.74440826	100	25102.58	8.808754796	100
Q6UXT9	ABHD15	16859.22	20	100	10285.32	20	100	12841.84	32	100	12605.83	24	100	12092.36	32.05167878	100	12547.92	25.17695798	100
Q6UXV4	APOOL	18102.24	21	100	17882.40	23	100	17967.89	22	100	22747.05	15	100	20968.41	9.449155322	100	22546.45	15.13368136	100
Q6V1X1	DPP8	3445.13	35	100	3331.36	18	100	3375.60	25	100	3428.25	26	95	3463.88	17.83905695	93.33333333	3432.21	25.44875028	94.73684211
Q6VMQ6	ATF7IP	4087.30	17	100	4465.29	18	100	4318.30	18	100	2305.39	23	98	2497.78	16.15716865	100	2327.42	21.97717339	98.4962406
Q6VN20	RANBP10	7464.14	10	100	7343.37	9	100	7390.33	9	100	8578.40	10	100	8503.16	15.05550697	100	8569.91	10.65190021	100
Q6VY07	PACS1	10727.48	10	100	11805.95	14	100	11386.55	14	100	16931.23	9	100	18965.35	11.41599838	100	17160.64	10.25271343	100
Q6W4X9	MUC6			0			0			0	136.34	56	13	421.43		6.666666667	154.16	66.57072387	12.03007519
Q6WCQ1	MPRIP	9302.78	10	100	9183.17	11	100	9229.68	11	100	17817.53	12	100	19163.87	17.12157305	100	17969.37	12.6986262	100
Q6WKZ4	RAB11FIP1	38020.74	15	100	30557.28	14	100	33459.74	18	100	55255.79	19	100	62719.68	24.43067342	100	56097.58	20.12544207	100
Q6XE24	RBMS3	4413.84	21	100	5413.87	14	100	5024.97	19	100	3872.70	28	99	4003.65	27.11835667	100	3887.58	27.49892249	99.2481203
Q6XQN6	NAPRT	13124.38	17	100	14873.05	23	100	14193.02	21	100	22310.67	34	100	21016.06	52.13402083	100	22164.66	35.8834907	100
Q6Y1H2	HACD2	3108.39	22	100	3175.00	25	100	3149.09	23	100	2792.10	37	100	2801.68	30.37029166	100	2793.18	36.4469897	100
Q6Y288	B3GLCT	1491.15	42	100	1852.67	39	100	1712.08	40	100	905.64	37	98	713.13	40.94729309	100	883.60	37.8681137	98.4962406
Q6Y2X3	DNAJC14	930.58	36	43	792.55	27	73	830.19	29	61	916.60	41	88	784.78	49.97434826	86.66666667	901.95	41.99414955	87.96992481
Q6Y7W6	GIGYF2	18270.90	10	100	17111.47	9	100	17562.36	10	100	20268.34	17	100	21201.80	10.1239609	100	20373.62	15.98958605	100
Q6YBV0	SLC36A4	3619.23	31	100	1894.69	40	100	2565.34	48	100	2664.84	31	100	2711.43	46.98989206	100	2670.10	32.95178529	100
Q6YHU6	THADA	4506.76	22	100	4269.51	17	100	4361.77	19	100	4945.78	23	97	5131.29	16.56451304	93.33333333	4966.07	21.90826565	96.2406015
Q6YN16	HSDL2	31532.39	19	100	42604.79	27	100	38298.85	29	100	47723.45	18	100	44074.51	15.75918161	100	47311.92	17.74664395	100
Q6YP21	KYAT3	20867.95	10	100	22307.47	25	100	21747.66	21	100	45892.84	20	100	41094.99	17.01971719	100	45351.73	19.86235616	100
Q6ZMB5	TMEM184A	1140.39	34	86	1026.11	40	91	1068.97	37	89	1885.04	30	100	1573.61	37.34244321	100	1849.92	30.84332091	100
Q6ZMG9	CERS6	16166.38	19	100	12741.28	16	100	14073.27	21	100	12979.54	18	100	11280.95	34.87179196	100	12787.97	20.75211169	100
Q6ZMI0	PPP1R21	25856.78	15	100	23399.64	10	100	24355.19	13	100	26800.85	13	100	24456.46	20.86093432	100	26536.45	14.436244	100
Q6ZMK1	CYHR1	4690.79	13	100	4885.88	19	100	4810.01	16	100	2643.04	26	100	2738.03	29.41599433	100	2653.75	26.57962853	100
Q6ZN16	MAP3K15	1053.65	64	86	795.89	44	64	914.85	57	72	1303.06	30	97	1263.90	36.13206674	100	1298.54	31.00539814	97.7443609
Q6ZN28	MACC1	3516.55	7	29	3880.16	77	73	3807.43	69	56	2189.44	33	81	2545.70	36.48731501	86.66666667	2232.32	34.0241905	81.20300752
Q6ZN55	ZNF574	3488.80	27	100	3208.42	24	100	3317.46	25	100	2625.97	33	98	2630.78	28.82969734	100	2626.52	32.2061823	98.4962406
Q6ZNB6	NFXL1	3410.16	20	100	3324.20	19	100	3357.63	19	100	5167.92	19	100	5124.91	20.17529192	100	5163.07	19.07497218	100
Q6ZNJ1	NBEAL2	9437.67	26	100	7846.13	20	100	8465.06	24	100	3733.76	21	99	4555.14	36.05001194	100	3827.10	24.57375598	99.2481203
Q6ZNL6	FGD5	553.31	38	100	638.58	40	82	601.28	39	89	525.77	52	76	655.37	72.80250805	66.66666667	538.73	55.51169901	75.18796992
Q6ZNW5	GDPGP1	4710.60	13	100	4949.46	16	100	4856.57	15	100	5761.15	15	100	5649.47	13.3849081	100	5748.55	14.7020191	100
Q6ZPD9	DPY19L3	8028.34	17	100	9956.17	19	100	9206.46	21	100	5444.27	22	100	5684.42	21.72408419	100	5471.35	22.21207026	100
Q6ZRI6	C15orf39	316.46	19	86	333.47	50	100	327.47	42	94	279.68	45	92	341.10	42.576628	100	287.17	44.70889039	92.48120301
Q6ZRP7	QSOX2	5890.05	13	100	4422.35	17	100	4993.13	21	100	8885.72	16	100	7511.64	22.8036523	100	8730.75	17.10507243	100
Q6ZRS2	SRCAP	30970.59	13	100	34049.00	14	100	32851.84	14	100	26210.15	13	100	28691.42	11.69166903	100	26489.99	13.08012579	100
Q6ZRV2	FAM83H	2335.27	42	100	2258.83	28	100	2288.56	34	100	3772.27	43	100	5850.76	54.87081114	100	4006.69	48.93480615	100
Q6ZRY4	RBPMS2	1523.99	52	29	2507.52	46	82	2328.69	49	61	2440.73	34	19	1850.15	50.01311508	13.33333333	2391.51	35.18105325	18.04511278
Q6ZS11	RINL	3340.49	30	86	3543.23	50	100	3471.67	43	94	4497.16	37	99	4042.70	27.92639317	100	4445.52	36.719435	99.2481203
Q6ZS17	RIPOR1	13060.14	11	100	11006.48	15	100	11805.13	16	100	13246.81	17	100	12646.83	17.55224152	100	13179.14	17.38605236	100
Q6ZS30	NBEAL1	2314.45	31	100	2632.87	22	91	2501.76	26	94	4558.53	15	100	4612.34	21.2617401	100	4564.60	16.04444377	100
Q6ZSJ8	C1orf122	5453.94	20	100	5058.18	21	100	5212.08	20	100	5011.55	19	100	4823.12	21.6372494	100	4990.30	19.64209834	100
Q6ZSR9		6818.39	20	100	5556.23	12	100	6047.07	19	100	8534.28	18	100	8532.24	19.18841452	100	8534.05	17.68820023	100
Q6ZSS7	MFSD6	5338.11	37	100	4463.99	31	100	4803.92	34	100	6712.24	18	100	6596.30	31.36718795	100	6699.16	19.97510858	100
Q6ZSY5	PPP1R3F	5567.44	54	71	1802.90	75	45	3685.17	80	56	2741.86	83	46	1476.70	91.44843755	40	2615.35	84.77604735	45.11278195
Q6ZSZ5	ARHGEF18	11785.27	9	100	11787.74	10	100	11786.78	10	100	13759.66	19	100	15726.26	25.08686098	100	13981.46	20.24101587	100
Q6ZT07	TBC1D9	2650.34	12	100	2167.80	31	100	2355.45	25	100	3617.03	30	100	3298.57	17.97642596	93.33333333	3583.25	29.38301692	99.2481203
Q6ZT12	UBR3	99765.97	19	100	94043.88	11	100	96269.14	15	100	80837.33	18	100	78730.04	14.96011721	100	80599.66	17.40408801	100
Q6ZT21	TMPPE	5148.95	26	100	5598.04	42	100	5423.39	37	100	13277.11	17	100	12627.22	16.96517028	100	13203.81	17.33008744	100
Q6ZT62	BARGIN	2238.07	17	100	2571.68	26	100	2441.94	24	100	1154.68	46	76	1178.12	42.46238675	73.33333333	1157.23	45.4001692	75.93984962
Q6ZTN6	ANKRD13D	2955.54	25	100	3176.55	23	100	3090.60	23	100	3603.34	25	97	3570.91	22.92425036	93.33333333	3599.79	24.94913464	96.2406015
Q6ZTW0	TPGS1	3385.80	22	100	2809.00	26	100	3033.31	25	100	2270.28	32	86	1956.85	28.89503609	73.33333333	2239.50	32.32326144	84.21052632
Q6ZU35	CRACD	2771.85	24	100	3193.67	21	100	3029.63	22	100	1574.65	40	97	1466.85	24.25199187	73.33333333	1565.24	38.56132102	94.73684211
Q6ZU65	UBN2	1501.48	11	100	1643.10	24	100	1588.02	21	100	1389.43	54	90	1479.64	38.45001414	80	1398.61	52.81919283	88.72180451
Q6ZUJ8	PIK3AP1	3430.00	34	100	5136.40	40	100	4472.80	43	100	4740.86	84	100	9322.89	78.8382131	100	5257.63	89.03614352	100
Q6ZUS6	CCDC149	2905.14	33	100	2021.57	49	100	2365.18	44	100	3228.66	20	100	2772.87	27.01658977	100	3177.26	21.54222441	100
Q6ZUT6	CCDC9B			0	2151.24	75	55	2151.24	75	33	1120.96	44	72	1398.70	28.48928931	93.33333333	1160.24	41.93304575	74.43609023
Q6ZUT9	DENND5B	2292.22	17	100	1891.36	35	100	2047.25	29	100	1329.61	31	99	1220.71	34.48357453	100	1317.24	31.42771732	99.2481203
Q6ZV29	PNPLA7	3766.73	17	100	3150.58	24	100	3390.19	23	100	3879.75	22	100	3614.07	31.83579787	100	3849.79	22.91035494	100
Q6ZV73	FGD6	1316.96	59	100	1306.95	46	100	1310.84	50	100	1263.18	42	91	1399.62	50.41312488	93.33333333	1278.96	43.00538072	90.97744361
Q6ZVF9	GPRIN3	8882.33	21	100	7119.08	20	100	7804.79	23	100	9057.40	17	100	7451.53	34.75173565	100	8876.29	20.004742	100
Q6ZVK8	NUDT18	6738.05	22	100	5332.12	23	100	5878.87	25	100	6406.10	24	100	6853.82	15.45614346	100	6456.60	23.40940778	100
